Date (MM/DD/YYYY),delay_class,Arrival Time,EWR,IAD,ORD,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,wind_spd,temp,wind_dir,weather,precip,pres,vis,clouds,dewpt,rh,wind_gust_spd
2022-05-27 15:09:00,on-time,15:09,0,0,0,0,0,0,0,0,0,5.8,19.066666666666666,283.3333333333333,702.6666666666666,0.5,976.9,12.666666666666666,100.0,14.9,77.33333333333333,9.0
2022-05-27 20:51:00,on-time,20:51,0,0,1,0,0,0,0,0,0,4.966666666666666,13.5,306.6666666666667,804.0,0.0,979.3333333333334,16.0,100.0,12.066666666666668,91.0,5.566666666666666
2022-05-28 15:09:00,on-time,15:09,0,0,0,0,1,0,0,0,0,1.8,22.233333333333334,230.0,800.0,0.0,983.6999999999999,16.0,0.0,8.266666666666666,41.0,1.8999999999999997
2022-05-28 20:51:00,on-time,20:51,0,0,1,0,1,0,0,0,0,3.4,21.833333333333332,178.33333333333334,800.0,0.0,981.2666666666668,16.0,0.0,8.566666666666668,43.0,3.733333333333333
2022-05-29 15:09:00,on-time,15:09,0,0,0,0,0,1,0,0,0,6.366666666666667,26.5,170.0,800.0,0.0,982.6999999999999,16.0,0.0,13.700000000000001,45.333333333333336,10.666666666666666
2022-05-29 20:51:00,on-time,20:51,0,0,1,0,0,1,0,0,0,5.1,25.73333333333333,163.33333333333334,800.0,0.08333333333333333,981.7333333333332,16.0,0.0,13.333333333333334,46.333333333333336,5.8
2022-05-30 15:09:00,late,15:09,0,0,0,1,0,0,0,0,0,7.8999999999999995,30.400000000000002,190.0,800.0,0.0,983.9333333333333,16.0,0.0,13.233333333333334,35.0,12.333333333333334
2022-05-30 20:51:00,on-time,20:51,0,0,1,1,0,0,0,0,0,8.2,30.0,190.0,802.0,0.0,982.3,16.0,25.0,13.7,37.0,12.0
2022-05-31 15:09:00,late,15:09,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
2022-05-31 20:51:00,severely late,20:51,0,0,1,0,0,0,0,1,0,6.95,28.6,220.0,800.0,0.0,983.45,16.0,0.0,14.8,43.0,9.1
2022-06-01 15:09:00,on-time,15:09,0,0,0,0,0,0,1,0,0,3.266666666666667,22.96666666666667,293.3333333333333,803.6666666666666,0.3333333333333333,983.9333333333334,16.0,79.0,17.466666666666665,71.33333333333333,3.533333333333333
2022-06-01 20:51:00,early,20:51,0,0,1,0,0,0,1,0,0,3.5999999999999996,19.233333333333334,320.0,802.6666666666666,0.0,983.5,16.0,66.66666666666667,12.699999999999998,66.0,3.9
2022-06-02 15:09:00,late,15:09,0,0,0,0,0,1,0,0,0,4.6,22.96666666666667,296.6666666666667,801.0,0.0,982.0666666666666,16.0,16.666666666666668,8.4,39.333333333333336,7.0
2022-06-02 20:51:00,early,20:51,0,0,1,0,0,1,0,0,0,5.666666666666667,21.099999999999998,326.6666666666667,800.0,0.0,982.3000000000001,12.666666666666666,0.0,5.633333333333333,36.666666666666664,6.466666666666666
2022-06-03 15:07:00,early,15:07,0,0,0,0,0,1,0,0,0,8.4,25.600000000000005,313.3333333333333,800.0,0.0,983.1666666666666,16.0,0.0,2.5,22.333333333333332,11.333333333333334
2022-06-03 23:59:00,early,23:59,0,0,1,0,0,1,0,0,0,2.9333333333333336,15.733333333333334,281.6666666666667,800.0,0.0,983.9333333333334,16.0,0.0,4.166666666666667,47.0,3.1666666666666665
2022-06-03 23:37:00,on-time,23:37,0,1,0,0,0,1,0,0,0,2.9333333333333336,15.733333333333334,281.6666666666667,800.0,0.0,983.9333333333334,16.0,0.0,4.166666666666667,47.0,3.1666666666666665
2022-06-04 15:07:00,on-time,15:07,0,0,0,0,0,0,0,0,1,3.4333333333333336,22.766666666666666,210.0,801.3333333333334,0.0,985.9333333333333,16.0,33.333333333333336,1.7333333333333334,25.0,7.033333333333334
2022-06-04 00:14:00,on-time,00:14,0,0,1,0,0,0,0,0,1,2.9333333333333336,13.799999999999999,263.3333333333333,800.0,0.0,984.2166666666666,16.0,0.0,5.1000000000000005,56.0,3.1666666666666665
2022-06-04 23:37:00,severely late,23:37,0,1,0,0,0,0,0,0,1,2.3666666666666667,17.766666666666666,33.333333333333336,803.6666666666666,0.0,984.4,16.0,79.0,6.7,48.333333333333336,2.5
2022-06-05 00:08:00,early,00:08,0,0,1,0,0,0,0,0,0,2.1999999999999997,17.2,40.0,803.3333333333334,0.0,984.3333333333334,16.0,68.33333333333333,6.766666666666667,50.333333333333336,2.3333333333333335
2022-06-05 15:07:00,on-time,15:07,0,0,0,0,0,0,0,0,0,4.433333333333333,27.566666666666666,216.66666666666666,803.6666666666666,0.0,980.6333333333333,16.0,79.0,8.1,29.333333333333332,4.933333333333334
2022-06-05 23:37:00,on-time,23:37,0,1,0,0,0,0,0,0,0,2.7999999999999994,19.433333333333334,100.0,800.6666666666666,0.0,979.8666666666667,16.0,8.333333333333334,13.133333333333333,67.66666666666667,3.0
2022-06-06 15:07:00,on-time,15:07,0,0,0,1,0,0,0,0,0,2.3666666666666667,22.233333333333334,276.6666666666667,804.0,0.25,977.5333333333333,15.333333333333334,91.33333333333333,16.566666666666666,70.33333333333333,2.566666666666667
2022-06-06 23:59:00,late,23:59,0,0,1,1,0,0,0,0,0,2.766666666666667,18.9,226.66666666666666,401.0,6.0,976.4333333333334,9.0,95.66666666666667,17.866666666666664,94.0,2.9666666666666663
2022-06-06 23:37:00,on-time,23:37,0,1,0,1,0,0,0,0,0,2.766666666666667,18.9,226.66666666666666,401.0,6.0,976.4333333333334,9.0,95.66666666666667,17.866666666666664,94.0,2.9666666666666663
2022-06-07 15:07:00,early,15:07,0,0,0,0,0,0,0,0,1,4.966666666666666,20.733333333333334,320.0,801.3333333333334,0.0,982.1999999999999,16.0,29.0,12.5,59.666666666666664,6.2
2022-06-07 23:59:00,on-time,23:59,0,0,1,0,0,0,0,0,1,2.033333333333333,14.066666666666668,310.0,800.0,0.0,984.8000000000001,16.0,0.0,10.133333333333333,77.33333333333333,2.1666666666666665
2022-06-07 23:37:00,on-time,23:37,0,1,0,0,0,0,0,0,1,2.033333333333333,14.066666666666668,310.0,800.0,0.0,984.8000000000001,16.0,0.0,10.133333333333333,77.33333333333333,2.1666666666666665
2022-06-08 15:07:00,early,15:07,0,0,0,0,1,0,0,0,0,3.0666666666666664,19.266666666666666,100.0,601.3333333333334,1.0833333333333333,979.9666666666666,11.666666666666666,100.0,12.4,65.33333333333333,3.3333333333333335
2022-06-08 23:59:00,early,23:59,0,0,1,0,1,0,0,0,0,3.433333333333333,15.200000000000001,323.3333333333333,804.0,0.0,980.3000000000001,16.0,95.66666666666667,13.466666666666669,89.33333333333333,3.733333333333333
2022-06-08 23:37:00,severely late,23:37,0,1,0,0,1,0,0,0,0,3.433333333333333,15.200000000000001,323.3333333333333,804.0,0.0,980.3000000000001,16.0,95.66666666666667,13.466666666666669,89.33333333333333,3.733333333333333
2022-06-09 15:07:00,on-time,15:07,0,0,0,0,0,0,0,1,0,4.966666666666666,21.3,253.33333333333334,803.3333333333334,0.0,984.3666666666667,16.0,68.33333333333333,13.433333333333332,61.0,8.666666666666666
2022-06-09 23:59:00,on-time,23:59,0,0,1,0,0,0,0,1,0,2.3333333333333335,16.26666666666667,343.3333333333333,800.0,0.0,984.6,16.0,0.0,10.633333333333333,70.0,2.466666666666667
2022-06-09 23:37:00,early,23:37,0,1,0,0,0,0,0,1,0,2.3333333333333335,16.26666666666667,343.3333333333333,800.0,0.0,984.6,16.0,0.0,10.633333333333333,70.0,2.466666666666667
2022-06-10 15:07:00,on-time,15:07,0,0,0,0,0,0,1,0,0,3.6666666666666665,24.8,210.0,802.3333333333334,0.0,982.7333333333332,16.0,45.666666666666664,7.433333333333333,33.0,4.0
2022-06-10 23:59:00,early,23:59,0,0,1,0,0,0,1,0,0,2.6,17.033333333333335,256.6666666666667,802.3333333333334,0.0,983.0333333333333,16.0,45.666666666666664,11.766666666666666,71.33333333333333,2.766666666666667
2022-06-10 23:37:00,on-time,23:37,0,1,0,0,0,0,1,0,0,2.6,17.033333333333335,256.6666666666667,802.3333333333334,0.0,983.0333333333333,16.0,45.666666666666664,11.766666666666666,71.33333333333333,2.766666666666667
2022-06-11 15:07:00,on-time,15:07,0,0,0,0,0,1,0,0,0,4.633333333333333,22.8,223.33333333333334,803.3333333333334,0.08333333333333333,980.6333333333333,16.0,62.333333333333336,13.800000000000002,57.0,6.833333333333333
